store_id,store_address,product_id,sku_id,master_product_id,name,trademark,presentation,price,in_stock,category_name,cold_beer
184221,,2482873,184221_2482873,13942,Imperial Cerveza Negra Cream Stout en Lata,Imperial,1 X 473 mL,3779,True,Cervezas,False
184221,,2114549144,184221_2114549144,794526,Cerveza Quilmes Clásica 710 cc,Quilmes,1 X 710 mL,3450.15,True,Cervezas,False
184221,,2469437,184221_2469437,359073,Cerveza Stella Artois Noire 473 cc,Stella Artois,1 X 473 mL,3306.75,True,Cervezas,False
184221,,2111346555,184221_2111346555,229428,Andes Origen Cerveza Negra en Lata,Andes Origen,1 X 473 mL,2789.25,True,Cervezas,False
184221,,2114869440,184221_2114869440,299182,Pampa Brewing Nitro Cream Stout 473ml,Pampa,1 X 473 mL,2982.65,True,Cervezas,False
184221,,1074804154,184221_1074804154,299187,Guinness Cerveza Extra Stout,Guinnes,1 X 473 mL,3977.15,True,Cervezas,False
184221,,2114262372,184221_2114262372,581510,Amstel Cerveza Lager,Amstel,1 X 710.0 mL,2924.35,True,Cervezas,False
184221,,2114318535,184221_2114318535,681638,Corona Cerveza,Corona,1 X 473 mL,3831.75,True,Cervezas,False
184221,,2469353,184221_2469353,354811,Cerveza Patagonia 24.7 473 cc,Patagonia,1 X 473 mL,4199.25,True,Cervezas,True
184221,,2482833,184221_2482833,13982,Grolsch Cerveza Pilsner,Grolsch,1 X 473 mL,4489,True,Cervezas,False
184221,,2114084532,184221_2114084532,604026,Cerveza Stella Artois 0% 473 cc,Stella Artois 0,1 x 473 mL,2841.75,True,Cervezas,True
184221,,2469371,184221_2469371,597816,Cerveza Miller,Miller,1 X 473.0 mL,3969,True,Cervezas,False
184221,,2533062,184221_2533062,156784,Imperial Cerveza Ligera Golden,Imperial,1 X 473 mL,3579,True,Cervezas,False
184221,,2533049,184221_2533049,362210,Imperial Cerveza Ipa,Imperial,1 X 473 mL,3809,True,Cervezas,False
184221,,2482855,184221_2482855,288202,Cerveza Brahma Chopp 473 cc,Brahma,1 X 473.0 mL,2241.75,True,Cervezas,True
184221,,1074485103,184221_1074485103,32074,Imperial Cerveza Lager Dorada Lata 710ml,Imperial,1 X 710 mL,4308.65,True,Cervezas,False
184221,,1074392820,184221_1074392820,74252,Pampa Cerveza Dorada Lata 473 ml,Pampa,1 X 473.0 mL,2527.2,True,Cervezas,False
184221,,1074392810,184221_1074392810,186129,Pampa Brewing Cerveza Honey Lata 473 ml,Pampa,1 X 473 mL,2676.65,True,Cervezas,True
184221,,2528354,184221_2528354,271499,Cerveza Quilmes 0% 473 cc,Quilmes 0,1 X 473 mL,1658.3,True,Cervezas,False
184221,,2469589,184221_2469589,196655,Imperial Cerveza Extra Lager,Imperial,1 X 473 mL,3569,True,Cervezas,False
184221,,2115096846,184221_2115096846,993849,Estrella Galicia Cerveza sin Gluten Lata 330ml,Estrella Galicia,1 x 330 mL,3299,True,Cervezas,False
